"相对路径","字节数","SHA256","原包声明来源","来源状态","权利人与许可证","允许软件分发及论文复用","授权或许可证据文件","署名要求","可检索引用文件","备注","同内容文件","审核者","审核日期"
"assets/cases/poem_procedure_2013.jpg","346385","c83214f193d50cb7a2c00eb1d71a132aa4c293c4d33806a8db6d7ce2d1993da8","https://commons.wikimedia.org/wiki/File:POEM_Procedure_2013_Cropped.jpg","原包声明线索，待核实","待核实","待确认","","待核实","local_images.js","poemPhoto · Mgaidhane · CC BY-SA 4.0 · Wikimedia Commons","","",""
"assets/cases/portal_hypertensive_gastropathy.jpg","64255","ccee3fcddf88b9c049cd8058118dc7a0cd9c693b54cfcd1cbdb292dd54066ad6","https://commons.wikimedia.org/wiki/File:PHGastro.jpg","原包声明线索，待核实","待核实","待确认","","待核实","local_images.js","phg · Samir · GFDL / CC BY-SA 3.0 · Wikimedia Commons","","",""
"assets/cases/ulcerative_colitis.jpg","73480","d6b3a08c7ef2ca5097469c89352c0c67b77adb692eae44b3b9bbccdf69859de2","https://commons.wikimedia.org/wiki/File:Ulcerative_colitis.jpg","原包声明线索，待核实","待核实","待确认","","待核实","local_images.js","uc · Wikimedia Commons · source page lists license","","",""
"assets/cases/ulcer_visible_vessel.jpg","140408","898329656c0f8b62fb8dfdccbe2a67d0b885b5ef724d1d8ed18f451e0e5c2e63","https://commons.wikimedia.org/wiki/File:Ulcer_Visible_Vessel.jpg","原包声明线索，待核实","待核实","待确认","","待核实","local_images.js | v20.js","ulcer · Jeremias · CC BY-SA 3.0","","",""
"assets/colon_splenic_flexure.jpg","79672","d9db7fd638db7c62230501d3435a687710130a9d61aa48feba2ba19007a421dc","https://commons.wikimedia.org/wiki/File:Colonoscopy_splenic_flexure.jpg","原包声明线索，待核实","待核实","待确认","","待核实","v4_data.js | v5.js","splenicVerified · melvil · CC BY-SA 4.0 · Wikimedia Commons | 脾曲；原包部位标注待签审","","",""
"assets/gastric_angle_verified.jpg","16709","86bb33e411f11724623525c88759d38900d673a9f0bd4fffabb03a644f179430","https://www.wjgnet.com/1007-9327/full/v21/i3/WJG-21-759-g020.htm","原包声明线索，待核实","待核实","待确认","","待核实","v4_data.js","angleVerified · Lee SH et al. World J Gastroenterol 2015 · CC BY-NC 4.0 · cropped for teaching","","",""
"assets/gastric_angle_wjg.jpg","76766","5319e7c0445e87b28f01849ed710f774f9621c92e1cfe9d633e65c1cbecdd1b4","","待溯源","待核实","待确认","","待核实","","","","",""
"assets/procedure/lesions/apc_gave.png","686194","938e49b1b546bb64f634ad9f69af9c1f03e3e9e5e73ba86824bf574d95ce82d0","","待溯源","待核实","待确认","","待核实","","","assets/cases/gave_before_after.png","",""
"assets/procedure/lesions/apc_gave_before.png","322637","5a378c1e68fccf566d021c5aa8f34585ea33e03cd78124de8c5998990190ba68","","待溯源","待核实","待确认","","待核实","v6.js","","","",""
"assets/procedure/lesions/apc_sequence_full.webp","183394","9ef4e0fe4b614039594f30df1a85dbc561ca1f241af92a67f50756106a7693bb","","待溯源","待核实","待确认","","待核实","","","","",""
"assets/procedure/lesions/emr_sequence_full.png","1444914","1073d1d7f68e26f6e5af576be8360eadcdf7caeccec10e597de05caf811d22d5","","待溯源","待核实","待确认","","待核实","","","","",""
"assets/procedure/lesions/emr_sigmoid_adenoma.jpg","342881","902098fd3c4fc86651f73e0d4182d06c61c640522b13fe5e0fda071db2f7c2eb","","待溯源","待核实","待确认","","待核实","v20.js | v6.js","","","",""
"assets/procedure/lesions/ercp_stone.jpg","94487","239eb20987eca50a7fd358597e53eaf5d2f8af1808917ae318886e3b7fe11a8b","","待溯源","待核实","待确认","","待核实","local_images.js | v6.js","","assets/cases/ercp_stone.jpg","",""
"assets/procedure/lesions/esd_early_gastric_cancer.jpg","283059","c8548fdcb34ba5180448a0409b2d4b160ff4e80c32ca38b5b5c29cd92e895c0d","","待溯源","待核实","待确认","","待核实","","","assets/cases/early_gastric_cancer.jpg","",""
"assets/procedure/lesions/esd_early_gastric_cancer_close.jpg","98343","5cd81bbca056b1761e4e9756fb0070bea49550a31f7aa4fe7a9ec0b922d159d5","","待溯源","待核实","待确认","","待核实","v6.js","","","",""
"assets/procedure/lesions/esd_sequence_full.jpg","310322","5581b5c99907dac839b2e9f11066d41cb11144f4131b340930f7abd217a6ee49","","待溯源","待核实","待确认","","待核实","","","","",""
"assets/procedure/lesions/v7/apc_01_before.jpg","55654","14b454dd020deaa171a67ae60715eaa43cc1524a3f37255e8ff89d1c710427d0","","待溯源","待核实","待确认","","待核实","v23.js | v7.js | v8.js | v9.js","APC教程；指南链接仅作教学参考：https://www.asge.org/docs/default-source/education/practice_guidelines/doc-b4349a10-9b72-463e-ac70-f394c7aa20b4.pdf","","",""
"assets/procedure/lesions/v7/apc_02_during.jpg","50374","b8a84dbdcb8519d845f18398899912ad436a828fb81ab95922670adf95db31f9","","待溯源","待核实","待确认","","待核实","v23.js | v7.js | v8.js | v9.js","APC教程；指南链接仅作教学参考：https://www.asge.org/docs/default-source/education/practice_guidelines/doc-b4349a10-9b72-463e-ac70-f394c7aa20b4.pdf","","",""
"assets/procedure/lesions/v7/apc_03_after.jpg","57593","698793e88625a92e7da71babcd4d55baa894e67b43b27db56098976aad52ab6b","","待溯源","待核实","待确认","","待核实","v23.js | v7.js | v8.js | v9.js","APC教程；指南链接仅作教学参考：https://www.asge.org/docs/default-source/education/practice_guidelines/doc-b4349a10-9b72-463e-ac70-f394c7aa20b4.pdf","","",""
"assets/procedure/lesions/v7/emr_01_lesion.jpg","65185","b87e66e4828d9a80ad3695fde0a406594de8e518fec4e0bd0546478dcca1f20f","","待溯源","待核实","待确认","","待核实","v14.js | v15.js | v16.js | v23.js | v7.js | v8.js | v9.js","EMR教程；指南链接仅作教学参考：https://www.asge.org/home/resources/publications/guidelines/endoscopic-removal-of-colorectal-lesions-recommendations-by-the-us-multi-society-task-force-on-colorectal-cancer","","",""
"assets/procedure/lesions/v7/emr_02_lift.jpg","71769","6da854ffbc2f0e9ab133cf59dbd2eea9586495b0a0825d31948ddad0ad0fed93","","待溯源","待核实","待确认","","待核实","v14.js | v15.js | v16.js | v23.js | v7.js | v8.js | v9.js","EMR教程；指南链接仅作教学参考：https://www.asge.org/home/resources/publications/guidelines/endoscopic-removal-of-colorectal-lesions-recommendations-by-the-us-multi-society-task-force-on-colorectal-cancer","","",""
"assets/procedure/lesions/v7/emr_03_snare.jpg","57905","3f8c16a09115793d6e699cf1fa002389c980381e60d26449829e5b71c636b2a4","","待溯源","待核实","待确认","","待核实","v14.js | v15.js | v16.js | v23.js | v7.js | v8.js | v9.js","EMR教程；指南链接仅作教学参考：https://www.asge.org/home/resources/publications/guidelines/endoscopic-removal-of-colorectal-lesions-recommendations-by-the-us-multi-society-task-force-on-colorectal-cancer","","",""
"assets/procedure/lesions/v7/emr_04_defect.jpg","65299","463b62eeb4a3db44e72fbca5334a7b02432829a8c9780138b6da004951b14ad2","","待溯源","待核实","待确认","","待核实","v14.js | v15.js | v16.js | v7.js | v8.js | v9.js","","","",""
"assets/procedure/lesions/v7/esd_01_marking.jpg","43203","207ff8ea8171822cca55eed11e0c329b89a704bcc57472ba850277392161cf2d","","待溯源","待核实","待确认","","待核实","v14.js | v15.js | v16.js | v23.js | v7.js | v8.js | v9.js","ESD教程；指南链接仅作教学参考：https://www.asge.org/home/resources/publications/guidelines/american-society-for-gastrointestinal-endoscopy-guideline-on-endoscopic-submucosal-dissection-for-the-management-of-early-esophageal-and-gastric-cancers--methodology-and-review-of-evidence","","",""
"assets/procedure/lesions/v7/esd_02_lift.jpg","33952","10581ac956210b39db5de14d63fcdce3bb09b1b8f3d5e0814201aa0a3df44701","","待溯源","待核实","待确认","","待核实","v14.js | v15.js | v16.js | v23.js | v7.js | v8.js | v9.js","ESD教程；指南链接仅作教学参考：https://www.asge.org/home/resources/publications/guidelines/american-society-for-gastrointestinal-endoscopy-guideline-on-endoscopic-submucosal-dissection-for-the-management-of-early-esophageal-and-gastric-cancers--methodology-and-review-of-evidence","","",""
"assets/procedure/lesions/v7/esd_03_incision.jpg","30398","09fdd5c1f4a46363a439d8041658698fadd45953a610ff8e76987ad0d58b80fe","","待溯源","待核实","待确认","","待核实","v14.js | v15.js | v16.js | v23.js | v7.js | v8.js | v9.js","ESD教程；指南链接仅作教学参考：https://www.asge.org/home/resources/publications/guidelines/american-society-for-gastrointestinal-endoscopy-guideline-on-endoscopic-submucosal-dissection-for-the-management-of-early-esophageal-and-gastric-cancers--methodology-and-review-of-evidence","","",""
"assets/procedure/lesions/v7/esd_04_flap.jpg","33980","0c953c46848122366f2f23253b5e88a05c0447b79354a4a1241c68463b8621a0","","待溯源","待核实","待确认","","待核实","v14.js | v15.js | v16.js | v7.js | v8.js | v9.js","","","",""
"assets/procedure/lesions/v7/esd_05_bleeding_sim.jpg","31149","1257435009f1ff1b05ebb2c101b358ca158af1061e02a16741197e36d8aa2de2","","待溯源","待核实","待确认","","待核实","v14.js | v15.js | v16.js | v7.js | v8.js | v9.js","","","",""
"assets/procedure/lesions/v7/esd_05_dissection.jpg","31318","43a9df0e2602ac9ff5d527380b09e90fb43e363096c86ec0dc239795102bc2af","","待溯源","待核实","待确认","","待核实","v14.js | v15.js | v16.js | v23.js | v7.js | v8.js | v9.js","ESD教程；指南链接仅作教学参考：https://www.asge.org/home/resources/publications/guidelines/american-society-for-gastrointestinal-endoscopy-guideline-on-endoscopic-submucosal-dissection-for-the-management-of-early-esophageal-and-gastric-cancers--methodology-and-review-of-evidence","","",""
"assets/procedure/lesions/v7/esd_06_defect.jpg","33988","186ba65e1969d76749774d1c3ae0a9a81899f1b515f806214a30a5012c9f3820","","待溯源","待核实","待确认","","待核实","v14.js | v15.js | v16.js | v23.js | v7.js | v8.js | v9.js","ESD教程；指南链接仅作教学参考：https://www.asge.org/home/resources/publications/guidelines/american-society-for-gastrointestinal-endoscopy-guideline-on-endoscopic-submucosal-dissection-for-the-management-of-early-esophageal-and-gastric-cancers--methodology-and-review-of-evidence","","",""
"assets/procedure/lesions/v8/emr_05_closure.jpg","65860","36ed43ac6e3e8f33d91aa8750f50780c622b02a63e13be46e0547ddf71ce4042","","待溯源","待核实","待确认","","待核实","v14.js | v15.js | v16.js | v23.js | v8.js | v9.js","EMR教程；指南链接仅作教学参考：https://www.asge.org/home/resources/publications/guidelines/endoscopic-removal-of-colorectal-lesions-recommendations-by-the-us-multi-society-task-force-on-colorectal-cancer","","",""
"assets/procedure/lesions/v8/erat_01.png","24939","21077910d34520a9e2f7b607d06400124ffee0ee808be59b3f45c8e990bf2bcd","","待溯源","待核实","待确认","","待核实","v8.js | v9.js","","","",""
"assets/procedure/lesions/v8/erat_02.png","26170","35af5b50633bb60a927476e163cccc603ffec6c3a34c87abc3d52b68e3de6272","","待溯源","待核实","待确认","","待核实","v8.js | v9.js","","","",""
"assets/procedure/lesions/v8/erat_03.png","26373","2c46663d72d00923e613d0cf3ec6f046f93368c2f8b6efd84e4f06026c995942","","待溯源","待核实","待确认","","待核实","v8.js | v9.js","","","",""
"assets/procedure/lesions/v8/erat_04.png","24318","de6360e11f8f91659ac0acb3c9259593330f9a641f246109c5e9ee2bc8be3437","","待溯源","待核实","待确认","","待核实","v8.js | v9.js","","","",""
"assets/procedure/lesions/v8/ercp_01_papilla.png","24519","0acd96d284309ffcadc1df0194e1f8353e906f27978de6fec4603bb21d42d3e9","","待溯源","待核实","待确认","","待核实","v8.js | v9.js","","","",""
"assets/procedure/lesions/v8/ercp_02_wire.png","26066","894244ef89b50051c3317713e86f10f9e43258bd3444a256135c8d2907572a0f","","待溯源","待核实","待确认","","待核实","v8.js | v9.js","","","",""
"assets/procedure/lesions/v8/ercp_03_balloon.png","8508","9d2d057b0d1a253d639fab6cf153a78bbf96d67842dd379430e8b89bb782acf3","","待溯源","待核实","待确认","","待核实","v8.js | v9.js","","","",""
"assets/procedure/lesions/v8/ercp_04_clear.png","6927","5e645a043029225080ddfd51e671198c91079b81bec78bba490801e94ac78c26","","待溯源","待核实","待确认","","待核实","v8.js | v9.js","","","",""
"assets/procedure/lesions/v8/evl_01.png","23590","b3cb3f0d4283d9668273ded30f8986b6bd3c1a4ad592adfbe95c6e99eed96994","","待溯源","待核实","待确认","","待核实","v11.js | v23.js | v8.js | v9.js","","","",""
"assets/procedure/lesions/v8/evl_02.png","25225","53bca9df59af6ad1432e86d5d23110b89ccc18ebf4bd61ea9e0ca2ebcb779beb","","待溯源","待核实","待确认","","待核实","v11.js | v23.js | v8.js | v9.js","","","",""
"assets/procedure/lesions/v8/evl_03.png","24094","7e7002e55dc7c7d6e559116e892cc12220a9288bf55fe68a590b4c73b7db4ce9","","待溯源","待核实","待确认","","待核实","v11.js | v23.js | v8.js | v9.js","","","",""
"assets/procedure/lesions/v8/fna_01.png","7960","9ad47030761dd0a0a602b9006d289cd738a0d01468a2c39e4c874f9e3eac7ebc","","待溯源","待核实","待确认","","待核实","v8.js | v9.js","","","",""
"assets/procedure/lesions/v8/fna_02.png","8879","115befb7bfed5828caea47533b8b1209f11bc1fba9b78dd5248e9bc9f1587d0f","","待溯源","待核实","待确认","","待核实","v8.js | v9.js","","","",""
"assets/procedure/lesions/v8/fna_03.png","8378","10e46f9571810df5071c4583904a05e9257ac4986609a4d0e9725373679527e0","","待溯源","待核实","待确认","","待核实","v8.js | v9.js","","","",""
"assets/procedure/lesions/v8/fna_04.png","9086","288c9f68cd9e9a9bb7f50f6266bd9fd1534ac56be6cb9d8e0b7eca9602dacffc","","待溯源","待核实","待确认","","待核实","v8.js | v9.js","","","",""
"assets/procedure/lesions/v8/poem_01.png","25748","008035764a2568d0509cc6c53f96909fb12da5dd861a83fc7fde2c510870e135","","待溯源","待核实","待确认","","待核实","v8.js | v9.js","","","",""
"assets/procedure/lesions/v8/poem_02.png","25811","8fef07ca770def53b590130d0634d439bf35098f0db1717aafa9df71d0f769c6","","待溯源","待核实","待确认","","待核实","v8.js | v9.js","","","",""
"assets/procedure/lesions/v8/poem_03.png","25513","e04ea65d96af236da1d0813ef3fb9da121d9ab5d08db9052d8f59a5d1fc4e8a2","","待溯源","待核实","待确认","","待核实","v8.js | v9.js","","","",""
"assets/procedure/lesions/v8/poem_04.png","21644","cdf71e6a0c4216975ee4e1a859e9f318804d2cb178fc7d7bc8406e303be875c7","","待溯源","待核实","待确认","","待核实","v8.js | v9.js","","","",""
"assets/procedure/lesions/v8/poem_05.png","22979","57898552ed7f652d1dbe64c85a4b9eb249b5807dc0ed0b3cadc7236a68a0902d","","待溯源","待核实","待确认","","待核实","v8.js | v9.js","","","",""
"assets/procedure/lesions/v8/poem_06.png","26452","dc01bd8e29be32f093b95ab219d35e46124f6a54581e450a34fda5cdae05bbd4","","待溯源","待核实","待确认","","待核实","v8.js | v9.js","","","",""
"assets/procedure/lesions/v9/clip_01_before.png","23255","ca5a9b80fd94248b260cfa2ececd535ce02d5fa743dac2efe7dcb06805216bb9","","待溯源","待核实","待确认","","待核实","v9.js","","","",""
"assets/procedure/lesions/v9/clip_02_deploy.png","24267","b9da224034f82c4a4832ccce8c968417356fb3084ef64a53c0d688031a94ef61","","待溯源","待核实","待确认","","待核实","v9.js","","","",""
"assets/procedure/lesions/v9/clip_03_after.png","24251","883d8e94aa889c00c08ad84477f02423f8b13da2406fc81f8983eed4f93e6f32","","待溯源","待核实","待确认","","待核实","v9.js","","","",""
"assets/procedure/real/ercp_01.png","101686","1f6d254f7fc62b1ccc5f59c4645d4bc89a63b6c5872bac13edfba85b5592bd81","","待溯源","待核实","待确认","","待核实","v11.js | v23.js","ERCP教程；指南链接仅作教学参考：https://www.asge.org/docs/default-source/importfiles/Education/Training_and_Core_Curriculum/doc-ercp_core_curriculum.pdf","","",""
"assets/procedure/real/ercp_02.png","112724","e66f9848c55d289da3f93fb7e4bd5190acfd4b18fb46c1dde5c09c1f86767164","","待溯源","待核实","待确认","","待核实","v11.js | v23.js","ERCP教程；指南链接仅作教学参考：https://www.asge.org/docs/default-source/importfiles/Education/Training_and_Core_Curriculum/doc-ercp_core_curriculum.pdf","","",""
"assets/procedure/real/ercp_03.png","174113","bdde12228f9ec136850a919f9dc1a252ccfc186e42920702cfdbb4689d0250f2","","待溯源","待核实","待确认","","待核实","v11.js | v23.js","ERCP教程；指南链接仅作教学参考：https://www.asge.org/docs/default-source/importfiles/Education/Training_and_Core_Curriculum/doc-ercp_core_curriculum.pdf","","",""
"assets/procedure/real/ercp_04.png","173261","a9147471e3b3cadf585a8a8a5d7210ccfa94c02eb6185de57561c5829c5defba","","待溯源","待核实","待确认","","待核实","v11.js | v23.js","ERCP教程；指南链接仅作教学参考：https://www.asge.org/docs/default-source/importfiles/Education/Training_and_Core_Curriculum/doc-ercp_core_curriculum.pdf","","",""
"assets/procedure/real/evl_01.png","58120","12c264168795205cf30a13d59b5b9017ad13264a73d0afea1f4599bf00227f00","","待溯源","待核实","待确认","","待核实","v11.js | v23.js | v8.js | v9.js","EVL教程；指南链接仅作教学参考：https://www.asge.org/home/resources/publications/journal-scan/issue/top-recommendations-for-the-diagnosis-and-management-of-esophagogastric-variceal-bleeding","","",""
"assets/procedure/real/evl_02.png","55220","cfdb673d55358117ba0546783f94690c4a5baecc3a537a90d6dbc717160cf1c7","","待溯源","待核实","待确认","","待核实","v11.js | v23.js | v8.js | v9.js","EVL教程；指南链接仅作教学参考：https://www.asge.org/home/resources/publications/journal-scan/issue/top-recommendations-for-the-diagnosis-and-management-of-esophagogastric-variceal-bleeding","","",""
"assets/procedure/real/evl_03.png","60169","b4e087941b038a9c445bd311f89d3fd7b8b0ba56b7294f323cf30c096904579b","","待溯源","待核实","待确认","","待核实","v11.js | v23.js | v8.js | v9.js","EVL教程；指南链接仅作教学参考：https://www.asge.org/home/resources/publications/journal-scan/issue/top-recommendations-for-the-diagnosis-and-management-of-esophagogastric-variceal-bleeding","","",""
"assets/procedure/real/evl_04.png","60076","5bece45cf65b681962ff3baea17b18df884078b1ae9ab752fac27f5c30cd87e7","","待溯源","待核实","待确认","","待核实","v11.js | v23.js","EVL教程；指南链接仅作教学参考：https://www.asge.org/home/resources/publications/journal-scan/issue/top-recommendations-for-the-diagnosis-and-management-of-esophagogastric-variceal-bleeding","","",""
